Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV,Launch_Date,Launch_Year
100529,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,5000,15.1443,6/24/1997,1997
100530,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,5000,12.0547,6/24/1997,1997
100531,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,5000,12.4687,6/24/1997,1997
100532,Franklin India Corporate Debt Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Corporate Bond Fund,Franklin India Corporate Debt Fund - Monthly Bonus,5000,0,6/24/1997,1997
100535,Franklin India Retirement Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Franklin India Retirement Fund - IDCW,5000,16.2697,3/31/1997,1997
100536,Franklin India Retirement Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Franklin India Retirement Fund - Growth,5000,214.2812,3/31/1997,1997
100537,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Regular Plan - Weekly - IDCW,5000,1244.2967,4/29/1998,1998
100538,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Regular Plan - Growth,5000,6215.5423,4/29/1998,1998
100541,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Regular Plan - Daily - IDCW,5000,1509.0075,4/29/1998,1998
100546,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Super Institutional Plan - Growth,5000,4158.1854,4/29/1998,1998
100547,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW,5000,1000,4/29/1998,1998
100548,Franklin India Liquid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW,5000,1036.444,4/29/1998,1998
100549,Franklin India Aggressive Hybrid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Franklin India Aggressive Hybrid Fund - IDCW,5000,27.5765,12/10/1999,1999
100550,Franklin India Aggressive Hybrid Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Franklin India Aggressive Hybrid Fund - Growth Plan,5000,258.3953,12/10/1999,1999
100593,Canara Robeco ELSS Tax Saver,Canara Robeco Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout),5000,45.73,2/25/1993,1993
100596,Canara Robeco Gilt Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),5000,14.9123,12/22/1999,1999
100597,Canara Robeco Gilt Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Gilt Fund,CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,5000,75.6862,12/22/1999,1999
100600,Canara Robeco Conservative Hybrid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),5000,12.1495,4/24/1988,1988
100601,Canara Robeco Conservative Hybrid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,5000,96.636,4/24/1988,1988
100602,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan-Income Distribution cum Capital Withdrawal(IDCW),5000,13.1488,10/16/1997,1997
100603,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Growth,5000,70.7025,10/16/1997,1997
100604,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan -Growth,5000,23.6242,10/16/1997,1997
100608,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Institutional Plan - Growth,5000,75.2476,10/16/1997,1997
100609,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan- Income Distribution cum Capital Withdrawal(IDCW),5000,13.5927,10/16/1997,1997
100610,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW),5000,13.7426,10/16/1997,1997
100614,Sundaram Value Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Value Fund,Sundaram Value Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),5000,14.6111,11/22/1999,1999
100630,Quant Multi Cap Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Multi Cap Fund,quant Multi Cap Fund-IDCW Option - Regular Plan,5000,73.2934,2/19/2001,2001
100631,Quant Multi Cap Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Multi Cap Fund,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,5000,640.8851,2/19/2001,2001
100638,SBI MEDIUM TO LONG DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Medium to Long Duration Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),5000,18.9501,12/31/2010,2010
100639,SBI MEDIUM TO LONG DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Medium to Long Duration Fund-REGULAR PLAN-Growth,5000,72.4499,12/31/2010,2010
100640,SBI MEDIUM TO LONG DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Medium to Long Duration Fund-REGULAR PLAN-Bonus,5000,43.8981,12/31/2010,2010
100641,SBI ULTRA SHORT DURATION FUND,SBI Funds Management Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,SBI ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,10000,6303.2901,3/6/2007,2007
100643,SBI TECHNOLOGY OPPORTUNITIES FUND,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),5000,111.5351,1/1/1993,1993
100644,SBI HEALTHCARE OPPORTUNITIES FUND,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),5000,293.2651,1/1/1993,1993
100645,SBI CONSUMPTION OPPORTUNITIES FUND,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),5000,166.2449,1/1/1993,1993
100650,UTI - Large Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large Cap Fund,UTI Large Cap Fund - Regular Plan - IDCW,5000,50.0323,2/1/2003,2003
100651,UTI - Large Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large Cap Fund,UTI Large Cap Fund - Regular Plan - Growth Option,5000,253.9017,2/1/2003,2003
100663,UTI Large & Mid Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI Large & Mid Cap Fund - Regular Plan - IDCW,5000,86.6768,5/20/2009,2009
100664,UTI Large & Mid Cap Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,5000,177.924,5/20/2009,2009
100668,UTI - Flexi Cap Fund.,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI Flexi Cap Fund - Regular Plan - IDCW,5000,195.3895,4/20/1992,1992
100669,UTI - Flexi Cap Fund.,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI - Flexi Cap Fund-Growth Option,5000,295.5358,4/20/1992,1992
100678,UTI Children's Hybrid Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Solution Oriented Scheme - Children s Fund,UTI Children's Hybrid Fund - Regular Plan,5000,39.4812,7/12/1993,1993
100682,UTI Retirement Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Solution Oriented Scheme - Retirement Fund,UTI Retirement Fund - Regular Plan,5000,49.3551,12/26/1994,1994
100684,UTI Aggressive Hybrid Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI Aggressive Hybrid Fund - Regular Plan - Growth,5000,393.608,1/2/1995,1995
100685,UTI Aggressive Hybrid Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI Aggressive Hybrid Fund - Regular Plan - IDCW,5000,38.5901,1/2/1995,1995
100723,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Money Market Fund,UTI MMF-Discontinued - Regular Plan -Growth,10000,7531.1708,4/23/1997,1997
100724,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Money Market Fund,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,10000,4063.7039,4/23/1997,1997
100725,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Money Market Fund,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,10000,2625.5887,4/23/1997,1997
100739,UTI - MNC Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI MNC Fund - Regular Plan - IDCW,5000,197.7823,2/1/2003,2003
100740,UTI - MNC Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI - MNC Fund - Regular Plan - Growth Option,5000,383.6077,2/1/2003,2003
100741,UTI Medium to Long Duration Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Medium to Long Duration Fund,UTI Medium to Long Duration Fund- Regular Plan - Growth,5000,74.8182,5/4/1998,1998
100742,UTI Medium to Long Duration Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Medium to Long Duration Fund,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,5000,19.216,5/4/1998,1998
100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),5000,11.4908,3/25/2015,2015
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,5000,35.6206,3/25/2015,2015
100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),5000,10.355,3/25/2015,2015
100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),5000,12.1035,3/25/2015,2015
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,5000,44.958,3/25/2015,2015
100785,Sundaram Corporate Bond Fund,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Corporate Bond Fund,Sundaram Corporate Bond Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW),1000,16.9548,12/20/2004,2004
100786,Sundaram Corporate Bond Fund,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Corporate Bond Fund,Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),1000,18.7006,12/20/2004,2004
100787,Sundaram Corporate Bond Fund,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Corporate Bond Fund,Sundaram Corporate Bond Fund Regular Plan-Income Distribution cum Capital Withdrawal (IDCW),1000,17.6302,12/20/2004,2004
100788,Sundaram Corporate Bond Fund,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Corporate Bond Fund,Sundaram Corporate Bond Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),1000,17.9561,12/20/2004,2004
100789,Sundaram Corporate Bond Fund,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Corporate Bond Fund,Sundaram Corporate Bond Fund Regular Plan- Growth,1000,41.8201,12/20/2004,2004
100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund),Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Banking and PSU Fund,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),5000,11.3933,3/25/2015,2015
100794,Sundaram Small Cap Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Small Cap Fund,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),5000,35.1729,1/3/2005,2005
100795,Sundaram Small Cap Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Small Cap Fund,Sundaram Small Cap Fund Regular Plan - Growth,5000,275.1339,1/3/2005,2005
100806,UTI - Healthcare Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI Healthcare Fund - Regular Plan - IDCW,5000,237.7365,5/27/1999,1999
100807,UTI - Healthcare Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI Healthcare Fund - Regular Plan - Growth Option,5000,307.606,5/27/1999,1999
100813,UTI - Overnight Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Overnight Fund,UTI Overnight Fund - Regular Plan - Periodic IDCW,5000,1895.892,8/23/1999,1999
100814,UTI - Overnight Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Overnight Fund,UTI - Overnight  Fund - Regular Plan - Growth Option,5000,3680.1631,8/23/1999,1999
100820,UTI ELSS Tax Saver Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - ELSS,UTI ELSS Tax Saver Fund - Regular Plan - IDCW,5000,36.9247,11/15/1999,1999
100821,UTI ELSS Tax Saver Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - ELSS,UTI ELSS Tax Saver Fund - Regular Plan - Growth Option,5000,193.2816,11/15/1999,1999
100822,UTI Nifty 50 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,5000,161.2311,3/28/2000,2000
100823,UTI Nifty 50 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty 50 Index Fund - Regular Plan - IDCW,5000,81.228,3/28/2000,2000
100833,Kotak Liquid Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Liquid Fund,Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option,5000,1263.2031,10/4/2000,2000
100835,Kotak Liquid Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Liquid Fund,Kotak Liquid Fund - Regular Plan - Growth,5000,5579.2962,10/4/2000,2000
100837,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,Nippon India Liquid Fund - Retail Option - Growth Plan,5000,5970.9647,3/16/1998,1998
100838,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,5000,1035.0644,3/16/1998,1998
100842,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,5000,1524.28,3/16/1998,1998
100843,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,5000,1329.8947,3/16/1998,1998
100844,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,5000,1237.3511,3/16/1998,1998
100851,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,Nippon India Liquid Fund -Growth Plan,5000,6738.2001,3/16/1998,1998
100852,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,5000,1528.74,3/16/1998,1998
100853,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Liquid Fund,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,5000,1531.6551,3/16/1998,1998
